Car_Brand,Model,Engine_Type,Fuel_Efficiency,Safety_Rating,Price,Price_IR,Driving_Condition,Temperature,Road_Type,Traffic_Level,Weather_Condition,Engine_Performance,Battery_Range,Braking_Performance,Comfort_Rating,Emissions,Acceleration,Suspension_Performance,Vehicle_Condition,Tire_Condition,Driver_Experience,Performance_Optimization,Scenario_Adaptability,Rim_Wheel_Size,Rim_Wheel_Style,Rim_Wheel_Material,Spoiler,Bumper_Type,Side_Skirts,Power_Upgrade,Turbo_Supercharger
Tesla,Model 3,Petrol,26,4,62278,5293630,Heavy Traffic,13,Off-road terrain,High,Clear,457,,185,8,269,8,9,Well-maintained,Flat,Novice,Medium,10,21,Sport,Steel,Yes,Standard,Yes,Stage 2,Turbo
Ford,Mustang,Petrol,20,5,69419,5900615,Off-Road,17,Highway,Medium,Snowy,236,,152,6,281,9,6,Poor,New,Intermediate,Low,8,21,Sport,Steel,Yes,Reinforced,Yes,Stage 2,Supercharger
Ford,F-150,Electric,27,4,67578,5744130,Urban,-1,Highway,Medium,Clear,308,,173,7,175,8,7,Well-maintained,New,Novice,Medium,4,21,Luxury,Carbon Fiber,Yes,Sport,No,Stage 1,Turbo
BMW,X5,Petrol,25,4,74887,6365395,Urban,16,Highway,Low,Snowy,293,,134,6,152,8,9,Moderate wear,New,Expert,Medium,5,21,Luxury,Carbon Fiber,Yes,Sport,No,Stage 3,Supercharger
Mercedes,E-Class,Petrol,24,4,70526,5994710,Urban,18,City streets,Low,Snowy,198,,165,8,174,8,7,Poor,New,Intermediate,Medium,9,19,Classic,Steel,No,Sport,Yes,Stock,Supercharger
Mercedes,GLE,Petrol,35,4,48894,4155990,Heavy Traffic,14,Off-road terrain,Medium,Clear,210,,127,8,152,9,5,Poor,Flat,Novice,Low,2,18,Luxury,Carbon Fiber,Yes,Sport,No,Stock,None
Mercedes,GLE,Diesel,19,4,60565,5148025,Highway,14,Off-road terrain,High,Rainy,342,,114,7,270,5,6,Moderate wear,New,Expert,Low,1,20,Luxury,Alloy,No,Reinforced,No,Stock,None
Hyundai,Kona EV,Petrol,16,5,30120,2560200,Highway,17,Off-road terrain,Low,Rainy,443,,139,8,231,9,9,Poor,Worn,Expert,Medium,2,20,Luxury,Steel,No,Reinforced,No,Stage 2,Turbo
Tesla,Model 3,Electric,20,4,62967,5352195,Off-Road,-5,Off-road terrain,Low,Rainy,176,,111,8,179,6,6,Well-maintained,Flat,Expert,Low,3,21,Off-road,Alloy,Yes,Standard,No,Stock,Supercharger
Hyundai,Kona EV,Electric,21,4,77716,6605860,Off-Road,34,Highway,High,Clear,339,,109,9,195,7,8,Well-maintained,Worn,Expert,Medium,6,20,Off-road,Alloy,Yes,Sport,Yes,Stage 3,Turbo
Ford,Mustang,Diesel,32,5,41618,3537530,Heavy Traffic,12,Off-road terrain,High,Snowy,487,,144,8,235,7,7,Well-maintained,Flat,Expert,Medium,2,21,Luxury,Carbon Fiber,No,Sport,No,Stock,Turbo
Toyota,Corolla,Electric,33,5,48029,4082465,Highway,18,Highway,High,Clear,310,,120,6,202,9,5,Moderate wear,Worn,Expert,High,10,21,Off-road,Carbon Fiber,No,Sport,No,Stage 1,None
